date_time,close,return_1h,alpha100_quote_asset_volume___return_1h_pred_rtn,alpha100_taker_buy_quote_asset_volume___return_1h_pred_rtn,alpha100_number_of_trades___return_1h_pred_rtn,alpha060_taker_buy_quote_asset_volume___return_1h_pred_rtn,alpha060_number_of_trades___return_1h_pred_rtn,alpha100_quote_asset_volume___return_1h_pred_rtn_sta_rtn,alpha100_quote_asset_volume___return_1h_pred_rtn_cum_rtn,alpha100_taker_buy_quote_asset_volume___return_1h_pred_rtn_sta_rtn,alpha100_taker_buy_quote_asset_volume___return_1h_pred_rtn_cum_rtn,alpha100_number_of_trades___return_1h_pred_rtn_sta_rtn,alpha100_number_of_trades___return_1h_pred_rtn_cum_rtn,alpha060_taker_buy_quote_asset_volume___return_1h_pred_rtn_sta_rtn,alpha060_taker_buy_quote_asset_volume___return_1h_pred_rtn_cum_rtn,alpha060_number_of_trades___return_1h_pred_rtn_sta_rtn,alpha060_number_of_trades___return_1h_pred_rtn_cum_rtn,bas_cum_rtn_return_base
2024-01-01 10:01:00,42727.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053066019144567544
2024-01-01 11:01:00,42727.6,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.005304261512328878
2024-01-01 12:01:00,42682.0,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.004237035644271692
2024-01-01 13:01:00,42753.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00592158650880481
2024-01-01 14:01:00,42645.6,-1,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0033884842655006464
2024-01-01 15:01:00,42818.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007431105309641306
2024-01-01 16:01:00,42759.7,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.006069528402732893
2024-01-01 17:01:00,42847.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00811117041612397
2024-01-01 18:01:00,43148.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01513616633182402
2024-01-01 19:01:00,43556.2,1,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.009460461666821018,0.009460461666821018,0.0,0.0,0.0,0.0,0.0,0.0,0.024596627998645038
2024-01-01 20:01:00,43753.3,1,0.0,0.0,0.0,0.0,0.0,-0.004525188147726622,-0.004525188147726622,-0.004525188147726622,0.004935273519094396,0.0,0.0,-0.004525188147726622,-0.004525188147726622,0.0,0.0,0.02912181614637166
2024-01-01 21:01:00,43679.8,0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.004525188147726622,-0.0,0.004935273519094396,-0.0,0.0,-0.0,-0.004525188147726622,-0.0,0.0,0.027441942856814117
2024-01-01 22:01:00,43583.9,-1,0.0,0.0,0.0,0.0,0.0,-0.0,-0.004525188147726622,-0.0,0.004935273519094396,-0.0,0.0,-0.0,-0.004525188147726622,-0.0,0.0,0.025246419983540824
2024-01-01 23:01:00,44230.2,1,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.004525188147726622,0.0,0.004935273519094396,0.0,0.0,0.0,-0.004525188147726622,0.0,0.0,0.040075290277387654
2024-01-02 00:01:00,45179.8,1,-1.0,-1.0,-1.0,-1.0,1.0,-0.021469493694353803,-0.025994681842080425,-0.021469493694353803,-0.016534220175259406,-0.021469493694353803,-0.021469493694353803,-0.021469493694353803,-0.025994681842080425,-0.021469493694353803,-0.021469493694353803,0.06154478397174146
2024-01-02 01:01:00,44926.3,-1,1.0,1.0,1.0,1.0,1.0,0.005610914612282469,-0.020383767229797956,0.005610914612282469,-0.010923305562976937,0.005610914612282469,-0.015858579082071333,0.005610914612282469,-0.020383767229797956,-0.005610914612282469,-0.027080408306636272,0.05593386935945899
2024-01-02 02:01:00,45420.0,1,-1.0,-1.0,0.0,-1.0,-1.0,0.010989108829349226,-0.00939465840044873,0.010989108829349226,6.58032663722885e-05,0.010989108829349226,-0.004869470252722108,0.010989108829349226,-0.00939465840044873,0.010989108829349226,-0.016091299477287047,0.06692297818880821
2024-01-02 03:01:00,45435.0,0,0.0,0.0,0.0,0.0,0.0,-0.00033025099075301156,-0.009724909391201741,-0.00033025099075301156,-0.00026444772438072306,0.0,-0.004869470252722108,-0.00033025099075301156,-0.009724909391201741,-0.00033025099075301156,-0.016421550468040058,0.06725322917956122
2024-01-02 04:01:00,45211.7,-1,1.0,1.0,0.0,1.0,1.0,-0.0,-0.009724909391201741,-0.0,-0.00026444772438072306,-0.0,-0.004869470252722108,-0.0,-0.009724909391201741,-0.0,-0.016421550468040058,0.06233851585283068
2024-01-02 05:01:00,45218.2,0,0.0,0.0,0.0,0.0,0.0,0.00014376809542659963,-0.009581141295775142,0.00014376809542659963,-0.00012067962895412343,0.0,-0.004869470252722108,0.00014376809542659963,-0.009581141295775142,0.00014376809542659963,-0.01627778237261346,0.06248228394825728
2024-01-02 06:01:00,45202.9,0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.009581141295775142,-0.0,-0.00012067962895412343,-0.0,-0.004869470252722108,-0.0,-0.009581141295775142,-0.0,-0.01627778237261346,0.06214392461506857
2024-01-02 07:01:00,45495.5,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.009581141295775142,0.0,-0.00012067962895412343,0.0,-0.004869470252722108,0.0,-0.009581141295775142,0.0,-0.01627778237261346,0.06861696063709366
2024-01-02 08:01:00,45816.8,1,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.009581141295775142,0.0,-0.00012067962895412343,0.0,-0.004869470252722108,0.0,-0.009581141295775142,0.0,-0.01627778237261346,0.07567919756162467
2024-01-02 09:01:00,45730.5,0,1.0,1.0,1.0,1.0,1.0,0.0018835885526706786,-0.007697552743104463,0.0018835885526706786,0.0017629089237165552,0.0018835885526706786,-0.0029858817000514293,0.0018835885526706786,-0.007697552743104463,0.0018835885526706786,-0.01439419381994278,0.07379560900895399
2024-01-02 10:01:00,45655.7,0,0.0,0.0,0.0,0.0,0.0,-0.0016356698483507293,-0.009333222591455193,-0.0016356698483507293,0.0001272390753658259,-0.0016356698483507293,-0.0046215515484021585,-0.0016356698483507293,-0.009333222591455193,-0.0016356698483507293,-0.01602986366829351,0.07215993916060326
2024-01-02 11:01:00,45486.8,-1,0.0,0.0,0.0,0.0,0.0,-0.0,-0.009333222591455193,-0.0,0.0001272390753658259,-0.0,-0.0046215515484021585,-0.0,-0.009333222591455193,-0.0,-0.01602986366829351,0.06846051061170366
2024-01-02 12:01:00,45355.1,-1,1.0,1.0,-1.0,1.0,1.0,-0.0,-0.009333222591455193,-0.0,0.0001272390753658259,-0.0,-0.0046215515484021585,-0.0,-0.009333222591455193,-0.0,-0.01602986366829351,0.06556516514884403
2024-01-02 13:01:00,45686.3,1,0.0,0.0,0.0,0.0,0.0,0.007302376138516031,-0.0020308464529391612,0.007302376138516031,0.007429615213881857,-0.007302376138516031,-0.01192392768691819,0.007302376138516031,-0.0020308464529391612,0.007302376138516031,-0.008727487529777478,0.07286754128736006
2024-01-02 14:01:00,45293.6,-1,1.0,1.0,1.0,1.0,1.0,-0.0,-0.0020308464529391612,-0.0,0.007429615213881857,-0.0,-0.01192392768691819,-0.0,-0.0020308464529391612,-0.0,-0.008727487529777478,0.06427196668403246
2024-01-02 15:01:00,45215.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.001735344507833303,-0.003766190960772464,-0.001735344507833303,0.005694270706048554,-0.001735344507833303,-0.013659272194751493,-0.001735344507833303,-0.003766190960772464,-0.001735344507833303,-0.01046283203761078,0.06253662217619915
2024-01-02 16:01:00,45393.4,1,-1.0,-1.0,0.0,-1.0,-1.0,-0.003945593276567516,-0.00771178423733998,-0.003945593276567516,0.001748677429481038,-0.003945593276567516,-0.01760486547131901,-0.003945593276567516,-0.00771178423733998,-0.003945593276567516,-0.014408425314178297,0.06648221545276667
2024-01-02 17:01:00,45001.2,-1,1.0,1.0,0.0,1.0,1.0,0.008640022558345617,0.0009282383210056366,0.008640022558345617,0.010388699987826655,-0.0,-0.01760486547131901,0.008640022558345617,0.0009282383210056366,0.008640022558345617,-0.00576840275583268,0.05784219289442105
2024-01-02 18:01:00,45189.0,1,0.0,0.0,0.0,0.0,0.0,0.004173222047412217,0.005101460368417854,0.004173222047412217,0.014561922035238872,0.0,-0.01760486547131901,0.004173222047412217,0.005101460368417854,0.004173222047412217,-0.0015951807084204628,0.06201541494183327
2024-01-02 19:01:00,45073.2,-1,0.0,0.0,0.0,0.0,0.0,-0.0,0.005101460368417854,-0.0,0.014561922035238872,-0.0,-0.01760486547131901,-0.0,0.005101460368417854,-0.0,-0.0015951807084204628,0.05945284440475562
2024-01-02 20:01:00,44825.2,-1,1.0,1.0,1.0,1.0,0.0,-0.0,0.005101460368417854,-0.0,0.014561922035238872,-0.0,-0.01760486547131901,-0.0,0.005101460368417854,-0.0,-0.0015951807084204628,0.05395068347542287
2024-01-02 21:01:00,45155.0,1,-1.0,-1.0,0.0,-1.0,-1.0,0.007357468566788317,0.01245892893520617,0.007357468566788317,0.02191939060202719,0.007357468566788317,-0.010247396904530692,0.007357468566788317,0.01245892893520617,0.0,-0.0015951807084204628,0.061308152042211184
2024-01-02 22:01:00,45006.7,-1,1.0,0.0,0.0,0.0,0.0,0.003284243162440581,0.01574317209764675,0.003284243162440581,0.02520363376446777,-0.0,-0.010247396904530692,0.003284243162440581,0.01574317209764675,0.003284243162440581,0.0016890624540201182,0.0580239088797706
2024-01-02 23:01:00,44979.8,0,0.0,0.0,0.0,0.0,0.0,-0.0005976887885580373,0.015145483309088714,-0.0,0.02520363376446777,-0.0,-0.010247396904530692,-0.0,0.01574317209764675,-0.0,0.0016890624540201182,0.057426220091212565
2024-01-03 00:01:00,45168.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.015145483309088714,0.0,0.02520363376446777,0.0,-0.010247396904530692,0.0,0.01574317209764675,0.0,0.0016890624540201182,0.06161254372982361
2024-01-03 01:01:00,45347.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.015145483309088714,0.0,0.02520363376446777,0.0,-0.010247396904530692,0.0,0.01574317209764675,0.0,0.0016890624540201182,0.0655910152617234
2024-01-03 02:01:00,45312.7,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.015145483309088714,-0.0,0.02520363376446777,-0.0,-0.010247396904530692,-0.0,0.01574317209764675,-0.0,0.0016890624540201182,0.06481699755854908
2024-01-03 03:01:00,45297.8,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.015145483309088714,-0.0,0.02520363376446777,-0.0,-0.010247396904530692,-0.0,0.01574317209764675,-0.0,0.0016890624540201182,0.06448817142371288
2024-01-03 04:01:00,45218.8,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.015145483309088714,-0.0,0.02520363376446777,-0.0,-0.010247396904530692,-0.0,0.01574317209764675,-0.0,0.0016890624540201182,0.06274415736563499
2024-01-03 05:01:00,45200.0,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.015145483309088714,-0.0,0.02520363376446777,-0.0,-0.010247396904530692,-0.0,0.01574317209764675,-0.0,0.0016890624540201182,0.06232840108727278
2024-01-03 06:01:00,45362.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.015145483309088714,0.0,0.02520363376446777,0.0,-0.010247396904530692,0.0,0.01574317209764675,0.0,0.0016890624540201182,0.06592795860939671
2024-01-03 07:01:00,45030.4,-1,1.0,0.0,0.0,1.0,1.0,-0.0,0.015145483309088714,-0.0,0.02520363376446777,-0.0,-0.010247396904530692,-0.0,0.01574317209764675,-0.0,0.0016890624540201182,0.058602556902708325
2024-01-03 08:01:00,45224.1,1,0.0,0.0,0.0,0.0,0.0,0.004301538516202408,0.019447021825291122,0.0,0.02520363376446777,0.0,-0.010247396904530692,0.004301538516202408,0.02004471061384916,0.004301538516202408,0.005990600970222526,0.06290409541891073
2024-01-03 09:01:00,45378.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.019447021825291122,0.0,0.02520363376446777,0.0,-0.010247396904530692,0.0,0.02004471061384916,0.0,0.005990600970222526,0.06632262668874256
2024-01-03 10:01:00,45175.7,-1,0.0,0.0,0.0,0.0,0.0,-0.0,0.019447021825291122,-0.0,0.02520363376446777,-0.0,-0.010247396904530692,-0.0,0.02004471061384916,-0.0,0.005990600970222526,0.061849162266006785
2024-01-03 11:01:00,43728.9,-1,1.0,1.0,1.0,1.0,1.0,-0.0,0.019447021825291122,-0.0,0.02520363376446777,-0.0,-0.010247396904530692,-0.0,0.02004471061384916,-0.0,0.005990600970222526,0.029823095154705936
2024-01-03 12:01:00,42795.8,-1,-1.0,-1.0,-1.0,-1.0,1.0,-0.021338291152990352,-0.0018912693276992298,-0.021338291152990352,0.003865342611477418,-0.021338291152990352,-0.031585688057521044,-0.021338291152990352,-0.0012935805391411925,-0.021338291152990352,-0.015347690182767826,0.008484804001715585
2024-01-03 13:01:00,42545.7,-1,0.0,0.0,-1.0,0.0,0.0,0.005844031423644536,0.003952762095945306,0.005844031423644536,0.009709374035121954,0.005844031423644536,-0.02574165663387651,0.005844031423644536,0.004550450884503343,-0.005844031423644536,-0.02119172160641236,0.002640772578071049
2024-01-03 14:01:00,42204.1,-1,1.0,0.0,1.0,1.0,1.0,-0.0,0.003952762095945306,-0.0,0.009709374035121954,0.008029013507828031,-0.017712643126048477,-0.0,0.004550450884503343,-0.0,-0.02119172160641236,-0.005388240929756982
2024-01-03 15:01:00,43014.0,1,-1.0,-1.0,-1.0,-1.0,1.0,0.019190078689037326,0.023142840784982632,0.0,0.009709374035121954,0.019190078689037326,0.0014774355629888491,0.019190078689037326,0.02374052957354067,0.019190078689037326,-0.002001642917375035,0.013801837759280344
2024-01-03 16:01:00,43009.2,0,1.0,1.0,1.0,1.0,1.0,0.00011159157483620064,0.023254432359818833,0.00011159157483620064,0.009820965609958154,0.00011159157483620064,0.0015890271378250498,0.00011159157483620064,0.02385212114837687,-0.00011159157483620064,-0.0021132344922112356,0.013690246184444144
2024-01-03 17:01:00,42914.5,-1,-1.0,-1.0,0.0,0.0,0.0,-0.002201854486946875,0.021052577872871958,-0.002201854486946875,0.00761911112301128,-0.002201854486946875,-0.000612827349121825,-0.002201854486946875,0.021650266661429995,-0.002201854486946875,-0.00431508897915811,0.011488391697497269
2024-01-03 18:01:00,42267.6,-1,1.0,0.0,0.0,1.0,0.0,0.015074159083759642,0.0361267369566316,0.015074159083759642,0.02269327020677092,-0.0,-0.000612827349121825,-0.0,0.021650266661429995,-0.0,-0.00431508897915811,-0.003585767386262373
2024-01-03 19:01:00,42600.4,1,0.0,0.0,0.0,0.0,0.0,0.007873643168762934,0.044000380125394534,0.0,0.02269327020677092,0.0,-0.000612827349121825,0.007873643168762934,0.02952390983019293,0.0,-0.00431508897915811,0.004287875782500561
2024-01-03 20:01:00,42724.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.044000380125394534,0.0,0.02269327020677092,0.0,-0.000612827349121825,0.0,0.02952390983019293,0.0,-0.00431508897915811,0.007200993969184277
2024-01-03 21:01:00,42927.1,1,0.0,-1.0,0.0,-1.0,0.0,0.0,0.044000380125394534,0.0,0.02269327020677092,0.0,-0.000612827349121825,0.0,0.02952390983019293,0.0,-0.00431508897915811,0.011943003823015164
2024-01-03 22:01:00,42753.6,-1,0.0,0.0,0.0,0.0,0.0,-0.0,0.044000380125394534,0.004041735873143049,0.02673500607991397,-0.0,-0.000612827349121825,0.004041735873143049,0.03356564570333598,-0.0,-0.00431508897915811,0.007901267949872115
2024-01-03 23:01:00,42849.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.044000380125394534,0.0,0.02673500607991397,0.0,-0.000612827349121825,0.0,0.03356564570333598,0.0,-0.00431508897915811,0.010144353912223791
2024-01-04 00:01:00,42883.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.044000380125394534,0.0,0.02673500607991397,0.0,-0.000612827349121825,0.0,0.03356564570333598,0.0,-0.00431508897915811,0.010935494999050888
2024-01-04 01:01:00,42716.6,-1,0.0,0.0,0.0,0.0,0.0,-0.0,0.044000380125394534,-0.0,0.02673500607991397,-0.0,-0.000612827349121825,-0.0,0.03356564570333598,-0.0,-0.00431508897915811,0.0070458780377091745
2024-01-04 02:01:00,43151.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.044000380125394534,0.0,0.02673500607991397,0.0,-0.000612827349121825,0.0,0.03356564570333598,0.0,-0.00431508897915811,0.017215226721827293
2024-01-04 03:01:00,43119.6,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.044000380125394534,-0.0,0.02673500607991397,-0.0,-0.000612827349121825,-0.0,0.03356564570333598,-0.0,-0.00431508897915811,0.01648754949534348
2024-01-04 04:01:00,43161.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.044000380125394534,0.0,0.02673500607991397,0.0,-0.000612827349121825,0.0,0.03356564570333598,0.0,-0.00431508897915811,0.017449988850068432
2024-01-04 05:01:00,43191.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.044000380125394534,0.0,0.02673500607991397,0.0,-0.000612827349121825,0.0,0.03356564570333598,0.0,-0.00431508897915811,0.01814969298179825
2024-01-04 06:01:00,43163.7,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.044000380125394534,-0.0,0.02673500607991397,-0.0,-0.000612827349121825,-0.0,0.03356564570333598,-0.0,-0.00431508897915811,0.01751067540186879
2024-01-04 07:01:00,42775.0,-1,1.0,1.0,1.0,1.0,1.0,-0.0,0.044000380125394534,-0.0,0.02673500607991397,-0.0,-0.000612827349121825,-0.0,0.03356564570333598,-0.0,-0.00431508897915811,0.008505423303462045
2024-01-04 08:01:00,42858.7,0,0.0,0.0,0.0,0.0,0.0,0.0019567504383399825,0.045957130563734516,0.0019567504383399825,0.028691756518253952,0.0019567504383399825,0.0013439230892181575,0.0019567504383399825,0.03552239614167596,0.0019567504383399825,-0.002358338540818128,0.010462173741802028
2024-01-04 09:01:00,43020.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.045957130563734516,0.0,0.028691756518253952,0.0,0.0013439230892181575,0.0,0.03552239614167596,0.0,-0.002358338540818128,0.014239703158233308
2024-01-04 10:01:00,43089.5,0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.045957130563734516,0.0,0.028691756518253952,0.0,0.0013439230892181575,0.0,0.03552239614167596,0.0,-0.002358338540818128,0.01584126148145515
2024-01-04 11:01:00,43188.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.045957130563734516,0.0,0.028691756518253952,0.0,0.0013439230892181575,-0.002290581232086586,0.033231814909589374,-0.002290581232086586,-0.004648919772904714,0.018131842713541735
2024-01-04 12:01:00,43386.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.045957130563734516,0.0,0.028691756518253952,0.0,0.0013439230892181575,0.0,0.033231814909589374,0.0,-0.004648919772904714,0.02271642831794285
2024-01-04 13:01:00,43344.2,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.045957130563734516,-0.0,0.028691756518253952,-0.0,0.0013439230892181575,-0.0,0.033231814909589374,-0.0,-0.004648919772904714,0.021748378569405258
2024-01-04 14:01:00,43674.0,1,-1.0,-1.0,0.0,0.0,0.0,0.0,0.045957130563734516,0.0,0.028691756518253952,0.0,0.0013439230892181575,0.0,0.033231814909589374,0.0,-0.004648919772904714,0.02935723973191373
2024-01-04 15:01:00,44050.4,1,-1.0,-1.0,0.0,0.0,0.0,-0.008618399963364887,0.03733873060036963,-0.008618399963364887,0.020073356554889066,0.0,0.0013439230892181575,0.0,0.033231814909589374,0.0,-0.004648919772904714,0.03797563969527862
2024-01-04 16:01:00,43913.1,-1,1.0,1.0,1.0,1.0,0.0,0.003116884296169853,0.04045561489653948,0.003116884296169853,0.02319024085105892,-0.0,0.0013439230892181575,-0.0,0.033231814909589374,-0.0,-0.004648919772904714,0.034858755399108765
2024-01-04 17:01:00,43983.0,0,1.0,1.0,0.0,0.0,0.0,0.0015917801293918732,0.042047395025931356,0.0015917801293918732,0.024782020980450792,0.0015917801293918732,0.0029357032186100307,0.0015917801293918732,0.03482359503898125,0.0,-0.004648919772904714,0.03645053552850064
2024-01-04 18:01:00,44048.2,0,0.0,0.0,0.0,0.0,0.0,0.0014823909237660082,0.043529785949697364,0.0014823909237660082,0.0262644119042168,0.0,0.0029357032186100307,0.0,0.03482359503898125,0.0,-0.004648919772904714,0.037932926452266646
2024-01-04 19:01:00,43950.0,-1,1.0,1.0,1.0,1.0,1.0,-0.0,0.043529785949697364,-0.0,0.0262644119042168,-0.0,0.0029357032186100307,-0.0,0.03482359503898125,-0.0,-0.004648919772904714,0.0357035504505232
2024-01-04 20:01:00,44116.7,1,1.0,1.0,1.0,1.0,1.0,0.003792946530147834,0.0473227324798452,0.003792946530147834,0.030057358434364634,0.003792946530147834,0.0067286497487578645,0.003792946530147834,0.03861654156912908,0.003792946530147834,-0.00085597324275688,0.039496496980671036
2024-01-04 21:01:00,44434.1,1,0.0,0.0,0.0,0.0,0.0,0.007194554443102019,0.05451728692294722,0.007194554443102019,0.03725191287746665,0.007194554443102019,0.013923204191859884,0.007194554443102019,0.0458110960122311,0.007194554443102019,0.006338581200345139,0.046691051423773056
2024-01-04 22:01:00,44311.7,-1,1.0,1.0,1.0,1.0,1.0,-0.0,0.05451728692294722,-0.0,0.03725191287746665,-0.0,0.013923204191859884,-0.0,0.0458110960122311,-0.0,0.006338581200345139,0.043936410281047
2024-01-04 23:01:00,44143.8,-1,0.0,0.0,0.0,0.0,0.0,-0.003789066995849688,0.05072821992709753,-0.003789066995849688,0.033462845881616965,-0.003789066995849688,0.010134137196010196,-0.003789066995849688,0.04202202901638141,-0.003789066995849688,0.002549514204495451,0.04014734328519731
2024-01-05 00:01:00,44207.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05072821992709753,0.0,0.033462845881616965,0.0,0.010134137196010196,0.0,0.04202202901638141,0.0,0.002549514204495451,0.04159035453479509
2024-01-05 01:01:00,43374.5,-1,-1.0,-1.0,0.0,0.0,0.0,-0.0,0.05072821992709753,-0.0,0.033462845881616965,-0.0,0.010134137196010196,-0.0,0.04202202901638141,-0.0,0.002549514204495451,0.022747398022891052
2024-01-05 02:01:00,43506.4,1,1.0,1.0,0.0,1.0,1.0,-0.003040957244463849,0.04768726268263368,-0.003040957244463849,0.030421888637153116,0.0,0.010134137196010196,0.0,0.04202202901638141,0.0,0.002549514204495451,0.0257883552673549
2024-01-05 03:01:00,43469.1,0,1.0,0.0,0.0,0.0,0.0,-0.0008573451262343657,0.046829917556399314,-0.0008573451262343657,0.02956454351091875,-0.0,0.010134137196010196,-0.0008573451262343657,0.04116468389014705,-0.0008573451262343657,0.0016921690782610854,0.024931010141120535
2024-01-05 04:01:00,43589.3,1,0.0,0.0,0.0,-1.0,0.0,0.0027651826239789568,0.04959510018037827,0.0,0.02956454351091875,0.0,0.010134137196010196,0.0,0.04116468389014705,0.0,0.0016921690782610854,0.027696192765099492
2024-01-05 05:01:00,43644.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04959510018037827,0.0,0.02956454351091875,0.0,0.010134137196010196,-0.0012594834053309967,0.03990520048481605,0.0,0.0016921690782610854,0.02895567617043049
2024-01-05 06:01:00,43847.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.04959510018037827,0.0,0.02956454351091875,0.0,0.010134137196010196,0.0,0.03990520048481605,0.0,0.0016921690782610854,0.033622963003503537
2024-01-05 07:01:00,43769.6,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.04959510018037827,-0.0,0.02956454351091875,-0.0,0.010134137196010196,-0.0,0.03990520048481605,-0.0,0.0016921690782610854,0.03183724464526971
2024-01-05 08:01:00,43911.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.04959510018037827,0.0,0.02956454351091875,0.0,0.010134137196010196,0.0,0.03990520048481605,0.0,0.0016921690782610854,0.03508150550212008
2024-01-05 09:01:00,44147.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.04959510018037827,0.0,0.02956454351091875,0.0,0.010134137196010196,0.0,0.03990520048481605,0.0,0.0016921690782610854,0.040460494197590124
2024-01-05 10:01:00,43628.2,-1,1.0,1.0,1.0,0.0,0.0,-0.0,0.04959510018037827,-0.0,0.02956454351091875,-0.0,0.010134137196010196,-0.0,0.03990520048481605,-0.0,0.0016921690782610854,0.02869093829672975
